GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELM,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G04000004","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Clarkdale-Jerome Elementary District","00004",,,,"Clarkdale-Jerome Elementary District, Arizona",3300,"Clarkdale-Jerome Elementary District, Arizona",452
"G04000005","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Salome Consolidated Elementary District","00005",,,,"Salome Consolidated Elementary District, Arizona",1328,"Salome Consolidated Elementary District, Arizona",370
"G04000022","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Vernon Elementary District","00022",,,,"Vernon Elementary District, Arizona",1168,"Vernon Elementary District, Arizona",262
"G04000480","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Aguila Elementary District","00480",,,,"Aguila Elementary District, Arizona",725,"Aguila Elementary District, Arizona",231
"G04000600","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Alhambra Elementary District","00600",,,,"Alhambra Elementary District, Arizona",95088,"Alhambra Elementary District, Arizona",3399
"G04000630","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Alpine Elementary District","00630",,,,"Alpine Elementary District, Arizona",460,"Alpine Elementary District, Arizona",129
"G04000750","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Apache Elementary District","00750",,,,"Apache Elementary District, Arizona",60,"Apache Elementary District, Arizona",32
"G04000840","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Arlington Elementary District","00840",,,,"Arlington Elementary District, Arizona",1052,"Arlington Elementary District, Arizona",325
"G04000870","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Ash Creek Elementary District","00870",,,,"Ash Creek Elementary District, Arizona",1109,"Ash Creek Elementary District, Arizona",223
"G04000960","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Avondale Elementary District","00960",,,,"Avondale Elementary District, Arizona",41616,"Avondale Elementary District, Arizona",1630
"G04001050","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Balsz Elementary District","01050",,,,"Balsz Elementary District, Arizona",29825,"Balsz Elementary District, Arizona",1810
"G04001080","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Beaver Creek Elementary District","01080",,,,"Beaver Creek Elementary District, Arizona",4146,"Beaver Creek Elementary District, Arizona",865
"G04001230","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Blue Elementary District","01230",,,,"Blue Elementary District, Arizona",5,"Blue Elementary District, Arizona",8
"G04001260","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Bonita Elementary District","01260",,,,"Bonita Elementary District, Arizona",1196,"Bonita Elementary District, Arizona",219
"G04001290","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Bouse Elementary District","01290",,,,"Bouse Elementary District, Arizona",1182,"Bouse Elementary District, Arizona",225
"G04001380","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Buckeye Elementary District","01380",,,,"Buckeye Elementary District, Arizona",31375,"Buckeye Elementary District, Arizona",1074
"G04001500","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Bullhead City School District","01500",,,,"Bullhead City School District, Arizona",40541,"Bullhead City School District, Arizona",142
"G04001650","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Canon Elementary District","01650",,,,"Canon Elementary District, Arizona",2668,"Canon Elementary District, Arizona",662
"G04001680","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Cartwright Elementary District","01680",,,,"Cartwright Elementary District, Arizona",128204,"Cartwright Elementary District, Arizona",3540
"G04001710","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Casa Grande Elementary District","01710",,,,"Casa Grande Elementary District, Arizona",50822,"Casa Grande Elementary District, Arizona",1113
"G04001830","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Champie Elementary District","01830",,,,"Champie Elementary District, Arizona",17,"Champie Elementary District, Arizona",15
"G04001920","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Chevelon Butte School District","01920",,,,"Chevelon Butte School District, Arizona",488,"Chevelon Butte School District, Arizona",165
"G04002130","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Cochise Elementary District","02130",,,,"Cochise Elementary District, Arizona",372,"Cochise Elementary District, Arizona",143
"G04002190","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Concho Elementary District","02190",,,,"Concho Elementary District, Arizona",1768,"Concho Elementary District, Arizona",484
"G04002220","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Congress Elementary District","02220",,,,"Congress Elementary District, Arizona",1928,"Congress Elementary District, Arizona",467
"G04002250","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Continental Elementary District","02250",,,,"Continental Elementary District, Arizona",23360,"Continental Elementary District, Arizona",824
"G04002370","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Cottonwood-Oak Creek Elementary District","02370",,,,"Cottonwood-Oak Creek Elementary District, Arizona",29890,"Cottonwood-Oak Creek Elementary District, Arizona",1418
"G04002400","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Crane Elementary District","02400",,,,"Crane Elementary District, Arizona",41602,"Crane Elementary District, Arizona",1490
"G04002430","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Creighton Elementary District","02430",,,,"Creighton Elementary District, Arizona",73841,"Creighton Elementary District, Arizona",2701
"G04002460","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Crown King Elementary District","02460",,,,"Crown King Elementary District, Arizona",19,"Crown King Elementary District, Arizona",18
"G04002490","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Double Adobe Elementary District","02490",,,,"Double Adobe Elementary District, Arizona",556,"Double Adobe Elementary District, Arizona",177
"G04002710","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Eagle Elementary District","02710",,,,"Eagle Elementary District, Arizona",15,"Eagle Elementary District, Arizona",24
"G04002760","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Elfrida Elementary District","02760",,,,"Elfrida Elementary District, Arizona",1228,"Elfrida Elementary District, Arizona",226
"G04002790","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Eloy Elementary District","02790",,,,"Eloy Elementary District, Arizona",7725,"Eloy Elementary District, Arizona",730
"G04002820","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Empire Elementary District","02820",,,,"Empire Elementary District, Arizona",251,"Empire Elementary District, Arizona",110
"G04003030","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Forrest Elementary District","03030",,,,"Forrest Elementary District, Arizona",440,"Forrest Elementary District, Arizona",222
"G04003060","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Fowler Elementary District","03060",,,,"Fowler Elementary District, Arizona",28984,"Fowler Elementary District, Arizona",1960
"G04003240","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Gadsden Elementary District","03240",,,,"Gadsden Elementary District, Arizona",21807,"Gadsden Elementary District, Arizona",372
"G04003420","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Glendale Elementary District","03420",,,,"Glendale Elementary District, Arizona",109689,"Glendale Elementary District, Arizona",2620
"G04003660","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Hackberry School District","03660",,,,"Hackberry School District, Arizona",866,"Hackberry School District, Arizona",177
"G04003900","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Hyder Elementary District","03900",,,,"Hyder Elementary District, Arizona",473,"Hyder Elementary District, Arizona",118
"G04003960","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Isaac Elementary District","03960",,,,"Isaac Elementary District, Arizona",48204,"Isaac Elementary District, Arizona",2176
"G04004170","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Kirkland Elementary District","04170",,,,"Kirkland Elementary District, Arizona",862,"Kirkland Elementary District, Arizona",201
"G04004200","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Klondyke Elementary District","04200",,,,"Klondyke Elementary District, Arizona",45,"Klondyke Elementary District, Arizona",27
"G04004230","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Kyrene Elementary District","04230",,,,"Kyrene Elementary District, Arizona",163023,"Kyrene Elementary District, Arizona",2679
"G04004290","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Laveen Elementary District","04290",,,,"Laveen Elementary District, Arizona",34100,"Laveen Elementary District, Arizona",2193
"G04004320","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Liberty Elementary District","04320",,,,"Liberty Elementary District, Arizona",18280,"Liberty Elementary District, Arizona",1407
"G04004380","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Litchfield Elementary District","04380",,,,"Litchfield Elementary District, Arizona",61584,"Litchfield Elementary District, Arizona",2197
"G04004440","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Littleton Elementary District","04440",,,,"Littleton Elementary District, Arizona",35787,"Littleton Elementary District, Arizona",2168
"G04004500","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Madison Elementary District","04500",,,,"Madison Elementary District, Arizona",60155,"Madison Elementary District, Arizona",2249
"G04004530","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Maine Consolidated School District","04530",,,,"Maine Consolidated School District, Arizona",937,"Maine Consolidated School District, Arizona",178
"G04004770","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Altar Valley Elementary District","04770",,,,"Altar Valley Elementary District, Arizona",6439,"Altar Valley Elementary District, Arizona",956
"G04004860","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"McNary Elementary District","04860",,,,"McNary Elementary District, Arizona",549,"McNary Elementary District, Arizona",123
"G04004920","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"McNeal Elementary District","04920",,,,"McNeal Elementary District, Arizona",307,"McNeal Elementary District, Arizona",72
"G04005100","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Mobile Elementary District","05100",,,,"Mobile Elementary District, Arizona",78,"Mobile Elementary District, Arizona",76
"G04005190","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Mohave Valley Elementary District","05190",,,,"Mohave Valley Elementary District, Arizona",19429,"Mohave Valley Elementary District, Arizona",904
"G04005220","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Mohawk Valley Elementary District","05220",,,,"Mohawk Valley Elementary District, Arizona",1309,"Mohawk Valley Elementary District, Arizona",275
"G04005340","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Morristown Elementary District","05340",,,,"Morristown Elementary District, Arizona",1320,"Morristown Elementary District, Arizona",225
"G04005400","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Murphy Elementary District","05400",,,,"Murphy Elementary District, Arizona",15926,"Murphy Elementary District, Arizona",1126
"G04005430","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Naco Elementary District","05430",,,,"Naco Elementary District, Arizona",1461,"Naco Elementary District, Arizona",324
"G04005640","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Oracle Elementary District","05640",,,,"Oracle Elementary District, Arizona",11507,"Oracle Elementary District, Arizona",672
"G04005670","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Osborn Elementary District","05670",,,,"Osborn Elementary District, Arizona",42426,"Osborn Elementary District, Arizona",2373
"G04005730","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Owens-Whitney Elementary District","05730",,,,"Owens-Whitney Elementary District, Arizona",579,"Owens-Whitney Elementary District, Arizona",174
"G04005760","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Tonto Basin Elementary District","05760",,,,"Tonto Basin Elementary District, Arizona",671,"Tonto Basin Elementary District, Arizona",160
"G04005850","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Palo Verde Elementary District","05850",,,,"Palo Verde Elementary District, Arizona",1602,"Palo Verde Elementary District, Arizona",283
"G04005880","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Palominas Elementary District","05880",,,,"Palominas Elementary District, Arizona",10305,"Palominas Elementary District, Arizona",847
"G04006000","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Patagonia Elementary District","06000",,,,"Patagonia Elementary District, Arizona",892,"Patagonia Elementary District, Arizona",254
"G04006150","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Pearce Elementary District","06150",,,,"Pearce Elementary District, Arizona",2151,"Pearce Elementary District, Arizona",393
"G04006210","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Pendergast Elementary District","06210",,,,"Pendergast Elementary District, Arizona",74004,"Pendergast Elementary District, Arizona",2693
"G04006300","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Phoenix Elementary District","06300",,,,"Phoenix Elementary District, Arizona",59138,"Phoenix Elementary District, Arizona",2666
"G04006360","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Picacho Elementary District","06360",,,,"Picacho Elementary District, Arizona",4377,"Picacho Elementary District, Arizona",432
"G04006510","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Pine Strawberry Elementary District","06510",,,,"Pine Strawberry Elementary District, Arizona",2525,"Pine Strawberry Elementary District, Arizona",526
"G04006630","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Pomerene Elementary District","06630",,,,"Pomerene Elementary District, Arizona",958,"Pomerene Elementary District, Arizona",228
"G04006780","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Quartzsite Elementary District","06780",,,,"Quartzsite Elementary District, Arizona",4871,"Quartzsite Elementary District, Arizona",393
"G04006900","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Red Rock Elementary District","06900",,,,"Red Rock Elementary District, Arizona",974,"Red Rock Elementary District, Arizona",307
"G04006930","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Redington Elementary District","06930",,,,"Redington Elementary District, Arizona",89,"Redington Elementary District, Arizona",57
"G04007020","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Riverside Elementary District","07020",,,,"Riverside Elementary District, Arizona",6350,"Riverside Elementary District, Arizona",896
"G04007080","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Roosevelt Elementary District","07080",,,,"Roosevelt Elementary District, Arizona",103933,"Roosevelt Elementary District, Arizona",2887
"G04007140","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Rucker Elementary District","07140",,,,"Rucker Elementary District, Arizona",5,"Rucker Elementary District, Arizona",7
"G04007200","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Sacaton Elementary District","07200",,,,"Sacaton Elementary District, Arizona",6817,"Sacaton Elementary District, Arizona",990
"G04007380","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"San Fernando Elementary District","07380",,,,"San Fernando Elementary District, Arizona",34,"San Fernando Elementary District, Arizona",34
"G04007500","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz Elementary District","07500",,,,"Santa Cruz Elementary District, Arizona",1293,"Santa Cruz Elementary District, Arizona",310
"G04007680","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Sentinel Elementary District","07680",,,,"Sentinel Elementary District, Arizona",61,"Sentinel Elementary District, Arizona",42
"G04007770","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Skull Valley Elementary District","07770",,,,"Skull Valley Elementary District, Arizona",335,"Skull Valley Elementary District, Arizona",113
"G04007860","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Solomon Elementary District","07860",,,,"Solomon Elementary District, Arizona",2783,"Solomon Elementary District, Arizona",463
"G04007890","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Somerton Elementary District","07890",,,,"Somerton Elementary District, Arizona",17490,"Somerton Elementary District, Arizona",678
"G04007920","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Sonoita Elementary District","07920",,,,"Sonoita Elementary District, Arizona",1144,"Sonoita Elementary District, Arizona",230
"G04008130","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Stanfield Elementary District","08130",,,,"Stanfield Elementary District, Arizona",4594,"Stanfield Elementary District, Arizona",1030
"G04008310","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Tempe School District","08310",,,,"Tempe School District, Arizona",152175,"Tempe School District, Arizona",1931
"G04008430","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Paloma School District","08430",,,,"Paloma School District, Arizona",84,"Paloma School District, Arizona",48
"G04008460","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Hillside Elementary District","08460",,,,"Hillside Elementary District, Arizona",71,"Hillside Elementary District, Arizona",39
"G04008490","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Tolleson Elementary District","08490",,,,"Tolleson Elementary District, Arizona",15982,"Tolleson Elementary District, Arizona",1322
"G04008550","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Toltec Elementary District","08550",,,,"Toltec Elementary District, Arizona",6837,"Toltec Elementary District, Arizona",996
"G04008640","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Topock Elementary District","08640",,,,"Topock Elementary District, Arizona",2339,"Topock Elementary District, Arizona",585
"G04008820","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Union Elementary District","08820",,,,"Union Elementary District, Arizona",13994,"Union Elementary District, Arizona",1505
"G04008880","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Valentine Elementary District","08880",,,,"Valentine Elementary District, Arizona",194,"Valentine Elementary District, Arizona",82
"G04009030","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Walnut Grove Elementary District","09030",,,,"Walnut Grove Elementary District, Arizona",39,"Walnut Grove Elementary District, Arizona",23
"G04009060","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Washington Elementary District","09060",,,,"Washington Elementary District, Arizona",251984,"Washington Elementary District, Arizona",4542
"G04009090","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Wellton Elementary District","09090",,,,"Wellton Elementary District, Arizona",3821,"Wellton Elementary District, Arizona",500
"G04009120","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Wenden Elementary District","09120",,,,"Wenden Elementary District, Arizona",531,"Wenden Elementary District, Arizona",196
"G04009360","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Williamson Valley Elementary School District","09360",,,,"Williamson Valley Elementary School District, Arizona",723,"Williamson Valley Elementary School District, Arizona",176
"G04009390","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Wilson Elementary District","09390",,,,"Wilson Elementary District, Arizona",3714,"Wilson Elementary District, Arizona",808
"G04009510","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Yarnell Elementary District","09510",,,,"Yarnell Elementary District, Arizona",1119,"Yarnell Elementary District, Arizona",272
"G04009540","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Young Elementary School District","09540",,,,"Young Elementary School District, Arizona",462,"Young Elementary School District, Arizona",151
"G04009570","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Yucca Elementary District","09570",,,,"Yucca Elementary District, Arizona",306,"Yucca Elementary District, Arizona",115
"G04009600","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Yuma Elementary District","09600",,,,"Yuma Elementary District, Arizona",102481,"Yuma Elementary District, Arizona",1432
"G04099999","2005-2009",,,"Arizona","04",,,,,,,,,,,,,,,,,,,,,,,"Remainder of Arizona","99999",,,,"Remainder of Arizona, Arizona",4155117,"Remainder of Arizona, Arizona",6564
"G06000006","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ross Valley Elementary School District","00006",,,,"Ross Valley Elementary School District, California",22878,"Ross Valley Elementary School District, California",627
"G06000012","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Twin Ridges Elementary School District","00012",,,,"Twin Ridges Elementary School District, California",1725,"Twin Ridges Elementary School District, California",305
"G06001680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ackerman Elementary School District","01680",,,,"Ackerman Elementary School District, California",2852,"Ackerman Elementary School District, California",344
"G06001710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Adelanto Elementary School District","01710",,,,"Adelanto Elementary School District, California",47571,"Adelanto Elementary School District, California",1609
"G06001890","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alexander Valley Union Elementary School District","01890",,,,"Alexander Valley Union Elementary School District, California",1260,"Alexander Valley Union Elementary School District, California",331
"G06001950","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alisal Union Elementary School District","01950",,,,"Alisal Union Elementary School District, California",54943,"Alisal Union Elementary School District, California",1612
"G06001980","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Allensworth Elementary School District","01980",,,,"Allensworth Elementary School District, California",210,"Allensworth Elementary School District, California",96
"G06002100","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alpine Union Elementary School District","02100",,,,"Alpine Union Elementary School District, California",16411,"Alpine Union Elementary School District, California",940
"G06002160","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alta Loma Elementary School District","02160",,,,"Alta Loma Elementary School District, California",61569,"Alta Loma Elementary School District, California",2087
"G06002220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alta Vista Elementary School District","02220",,,,"Alta Vista Elementary School District, California",2801,"Alta Vista Elementary School District, California",424
"G06002250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alta-Dutch Flat Union Elementary School District","02250",,,,"Alta-Dutch Flat Union Elementary School District, California",1674,"Alta-Dutch Flat Union Elementary School District, California",335
"G06002310","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alum Rock Union Elementary School District","02310",,,,"Alum Rock Union Elementary School District, California",106126,"Alum Rock Union Elementary School District, California",2614
"G06002360","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alview-Dairyland Union Elementary School District","02360",,,,"Alview-Dairyland Union Elementary School District, California",2094,"Alview-Dairyland Union Elementary School District, California",361
"G06002370","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Alvina Elementary School District","02370",,,,"Alvina Elementary School District, California",461,"Alvina Elementary School District, California",146
"G06002550","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"American Union Elementary School District","02550",,,,"American Union Elementary School District, California",2161,"American Union Elementary School District, California",343
"G06002610","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Anaheim Elementary School District","02610",,,,"Anaheim Elementary School District, California",194342,"Anaheim Elementary School District, California",1984
"G06002760","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Antelope Elementary School District","02760",,,,"Antelope Elementary School District, California",6863,"Antelope Elementary School District, California",600
"G06003000","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Arcata Elementary School District","03000",,,,"Arcata Elementary School District, California",13568,"Arcata Elementary School District, California",824
"G06003060","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Arcohe Union Elementary School District","03060",,,,"Arcohe Union Elementary School District, California",4149,"Arcohe Union Elementary School District, California",543
"G06003090","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Arena Union Elementary School District","03090",,,,"Arena Union Elementary School District, California",3185,"Arena Union Elementary School District, California",509
"G06003180","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Armona Union Elementary School District","03180",,,,"Armona Union Elementary School District, California",5727,"Armona Union Elementary School District, California",819
"G06003270","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Arvin Union Elementary School District","03270",,,,"Arvin Union Elementary School District, California",15222,"Arvin Union Elementary School District, California",160
"G06003420","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Atwater Elementary School District","03420",,,,"Atwater Elementary School District, California",31505,"Atwater Elementary School District, California",801
"G06003480","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Auburn Union Elementary School District","03480",,,,"Auburn Union Elementary School District, California",33084,"Auburn Union Elementary School District, California",1198
"G06003630","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bakersfield City Elementary School District","03630",,,,"Bakersfield City Elementary School District, California",178782,"Bakersfield City Elementary School District, California",2928
"G06003720","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ballard Elementary School District","03720",,,,"Ballard Elementary School District, California",1390,"Ballard Elementary School District, California",211
"G06003750","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Ballico-Cressey Elementary School District","03750",,,,"Ballico-Cressey Elementary School District, California",2008,"Ballico-Cressey Elementary School District, California",343
"G06003780","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bangor Union Elementary School District","03780",,,,"Bangor Union Elementary School District, California",1172,"Bangor Union Elementary School District, California",277
"G06003870","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Banta Elementary School District","03870",,,,"Banta Elementary School District, California",4922,"Banta Elementary School District, California",334
"G06004080","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bass Lake Joint Elementary School District","04080",,,,"Bass Lake Joint Elementary School District, California",13027,"Bass Lake Joint Elementary School District, California",862
"G06004200","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bayshore Elementary School District","04200",,,,"Bayshore Elementary School District, California",6031,"Bayshore Elementary School District, California",525
