GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELM,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G06004260","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Beardsley Elementary School District","04260",,,,"Beardsley Elementary School District, California",17646,"Beardsley Elementary School District, California",1067
"G06004350","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bella Vista Elementary School District","04350",,,,"Bella Vista Elementary School District, California",3823,"Bella Vista Elementary School District, California",637
"G06004380","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bellevue Union Elementary School District","04380",,,,"Bellevue Union Elementary School District, California",21800,"Bellevue Union Elementary School District, California",1272
"G06004500","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Belleview Elementary School District","04500",,,,"Belleview Elementary School District, California",1585,"Belleview Elementary School District, California",218
"G06004530","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Belmont-Redwood Shores Elementary School District","04530",,,,"Belmont-Redwood Shores Elementary School District, California",38953,"Belmont-Redwood Shores Elementary School District, California",677
"G06004560","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Belridge Elementary School District","04560",,,,"Belridge Elementary School District, California",119,"Belridge Elementary School District, California",93
"G06004590","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bend Elementary School District","04590",,,,"Bend Elementary School District, California",1205,"Bend Elementary School District, California",373
"G06004650","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bennett Valley Union Elementary School District","04650",,,,"Bennett Valley Union Elementary School District, California",9599,"Bennett Valley Union Elementary School District, California",640
"G06004800","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Berryessa Union Elementary School District","04800",,,,"Berryessa Union Elementary School District, California",80961,"Berryessa Union Elementary School District, California",1627
"G06004860","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Big Creek Elementary School District","04860",,,,"Big Creek Elementary School District, California",565,"Big Creek Elementary School District, California",193
"G06004890","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Big Lagoon Union Elementary School District","04890",,,,"Big Lagoon Union Elementary School District, California",551,"Big Lagoon Union Elementary School District, California",132
"G06004980","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Big Springs Union Elementary School District","04980",,,,"Big Springs Union Elementary School District, California",1478,"Big Springs Union Elementary School District, California",166
"G06005130","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bishop Union Elementary School District","05130",,,,"Bishop Union Elementary School District, California",11686,"Bishop Union Elementary School District, California",295
"G06005190","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bitterwater-Tully Union Elementary School District","05190",,,,"Bitterwater-Tully Union Elementary School District, California",114,"Bitterwater-Tully Union Elementary School District, California",50
"G06005220","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Black Butte Union Elementary School District","05220",,,,"Black Butte Union Elementary School District, California",4610,"Black Butte Union Elementary School District, California",462
"G06005250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Blake Elementary School District","05250",,,,"Blake Elementary School District, California",217,"Blake Elementary School District, California",99
"G06005280","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Blochman Union Elementary School District","05280",,,,"Blochman Union Elementary School District, California",846,"Blochman Union Elementary School District, California",134
"G06005400","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Blue Lake Union Elementary School District","05400",,,,"Blue Lake Union Elementary School District, California",2510,"Blue Lake Union Elementary School District, California",297
"G06005490","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bogus Elementary School District","05490",,,,"Bogus Elementary School District, California",396,"Bogus Elementary School District, California",91
"G06005520","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bolinas-Stinson Union Elementary School District","05520",,,,"Bolinas-Stinson Union Elementary School District, California",1674,"Bolinas-Stinson Union Elementary School District, California",246
"G06005580","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Santa Maria-Bonita Elementary School District","05580",,,,"Santa Maria-Bonita Elementary School District, California",84544,"Santa Maria-Bonita Elementary School District, California",1040
"G06005640","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bonny Doon Union Elementary School District","05640",,,,"Bonny Doon Union Elementary School District, California",3058,"Bonny Doon Union Elementary School District, California",379
"G06005670","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bonsall Union Elementary School District","05670",,,,"Bonsall Union Elementary School District, California",14522,"Bonsall Union Elementary School District, California",1352
"G06005730","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bradley Union Elementary School District","05730",,,,"Bradley Union Elementary School District, California",429,"Bradley Union Elementary School District, California",104
"G06005790","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Brawley Elementary School District","05790",,,,"Brawley Elementary School District, California",22990,"Brawley Elementary School District, California",167
"G06005910","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Brentwood Union Elementary School District","05910",,,,"Brentwood Union Elementary School District, California",50058,"Brentwood Union Elementary School District, California",669
"G06006000","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Bridgeville Elementary School District","06000",,,,"Bridgeville Elementary School District, California",545,"Bridgeville Elementary School District, California",160
"G06006030","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Briggs Elementary School District","06030",,,,"Briggs Elementary School District, California",4050,"Briggs Elementary School District, California",601
"G06006060","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Brisbane Elementary School District","06060",,,,"Brisbane Elementary School District, California",7050,"Brisbane Elementary School District, California",496
"G06006090","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Brittan Elementary School District","06090",,,,"Brittan Elementary School District, California",4237,"Brittan Elementary School District, California",479
"G06006100","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Browns Elementary School District","06100",,,,"Browns Elementary School District, California",854,"Browns Elementary School District, California",122
"G06006270","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Buckeye Union Elementary School District","06270",,,,"Buckeye Union Elementary School District, California",35178,"Buckeye Union Elementary School District, California",1439
"G06006330","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Buellton Union Elementary School District","06330",,,,"Buellton Union Elementary School District, California",5086,"Buellton Union Elementary School District, California",250
"G06006360","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Buena Park Elementary School District","06360",,,,"Buena Park Elementary School District, California",47703,"Buena Park Elementary School District, California",1527
"G06006390","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Panama-Buena Vista Union Elementary School District","06390",,,,"Panama-Buena Vista Union Elementary School District, California",107548,"Panama-Buena Vista Union Elementary School District, California",2287
"G06006420","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Buena Vista Elementary School District","06420",,,,"Buena Vista Elementary School District, California",463,"Buena Vista Elementary School District, California",127
"G06006480","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Burlingame Elementary School District","06480",,,,"Burlingame Elementary School District, California",28345,"Burlingame Elementary School District, California",258
"G06006510","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Burnt Ranch Elementary School District","06510",,,,"Burnt Ranch Elementary School District, California",326,"Burnt Ranch Elementary School District, California",101
"G06006540","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Burrel Union Elementary School District","06540",,,,"Burrel Union Elementary School District, California",684,"Burrel Union Elementary School District, California",193
"G06006570","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Burton Elementary School District","06570",,,,"Burton Elementary School District, California",17879,"Burton Elementary School District, California",1137
"G06006690","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Butteville Union Elementary School District","06690",,,,"Butteville Union Elementary School District, California",1800,"Butteville Union Elementary School District, California",266
"G06006720","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Buttonwillow Union Elementary School District","06720",,,,"Buttonwillow Union Elementary School District, California",2243,"Buttonwillow Union Elementary School District, California",385
"G06006750","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Byron Union Elementary School District","06750",,,,"Byron Union Elementary School District, California",13086,"Byron Union Elementary School District, California",1105
"G06006810","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cajon Valley Union Elementary School District","06810",,,,"Cajon Valley Union Elementary School District, California",151929,"Cajon Valley Union Elementary School District, California",2057
"G06006960","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Caliente Union Elementary School District","06960",,,,"Caliente Union Elementary School District, California",810,"Caliente Union Elementary School District, California",179
"G06007140","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cambrian Elementary School District","07140",,,,"Cambrian Elementary School District, California",31435,"Cambrian Elementary School District, California",981
"G06007170","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Camino Union Elementary School District","07170",,,,"Camino Union Elementary School District, California",3644,"Camino Union Elementary School District, California",521
"G06007200","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Campbell Union Elementary School District","07200",,,,"Campbell Union Elementary School District, California",90108,"Campbell Union Elementary School District, California",2091
"G06007260","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Camptonville Elementary School District","07260",,,,"Camptonville Elementary School District, California",670,"Camptonville Elementary School District, California",142
"G06007350","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Canyon Elementary School District","07350",,,,"Canyon Elementary School District, California",60,"Canyon Elementary School District, California",37
"G06007410","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Capay Joint Union Elementary School District","07410",,,,"Capay Joint Union Elementary School District, California",1075,"Capay Joint Union Elementary School District, California",163
"G06007470","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cardiff Elementary School District","07470",,,,"Cardiff Elementary School District, California",11602,"Cardiff Elementary School District, California",730
"G06007680","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cascade Union Elementary School District","07680",,,,"Cascade Union Elementary School District, California",15945,"Cascade Union Elementary School District, California",549
"G06007710","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Casmalia Elementary School District","07710",,,,"Casmalia Elementary School District, California",0,"Casmalia Elementary School District, California",132
"G06007740","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Castaic Union Elementary School District","07740",,,,"Castaic Union Elementary School District, California",30886,"Castaic Union Elementary School District, California",930
"G06007770","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Castle Rock Union Elementary School District","07770",,,,"Castle Rock Union Elementary School District, California",408,"Castle Rock Union Elementary School District, California",113
"G06007840","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cayucos Elementary School District","07840",,,,"Cayucos Elementary School District, California",3426,"Cayucos Elementary School District, California",570
"G06007950","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Central Elementary School District","07950",,,,"Central Elementary School District, California",38948,"Central Elementary School District, California",2023
"G06007980","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Central Union Elementary School District","07980",,,,"Central Union Elementary School District, California",11006,"Central Union Elementary School District, California",1284
"G06008070","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Centralia Elementary School District","08070",,,,"Centralia Elementary School District, California",55133,"Centralia Elementary School District, California",1722
"G06008250","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chatom Union Elementary School District","08250",,,,"Chatom Union Elementary School District, California",5092,"Chatom Union Elementary School District, California",799
"G06008340","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chicago Park Elementary School District","08340",,,,"Chicago Park Elementary School District, California",1233,"Chicago Park Elementary School District, California",226
"G06008430","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chinese Camp Elementary School District","08430",,,,"Chinese Camp Elementary School District, California",445,"Chinese Camp Elementary School District, California",153
"G06008520","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chowchilla Elementary School District","08520",,,,"Chowchilla Elementary School District, California",21065,"Chowchilla Elementary School District, California",676
"G06008580","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chualar Union Elementary School District","08580",,,,"Chualar Union Elementary School District, California",1907,"Chualar Union Elementary School District, California",338
"G06008610","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Chula Vista Elementary School District","08610",,,,"Chula Vista Elementary School District, California",251356,"Chula Vista Elementary School District, California",1608
"G06008640","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cienega Union Elementary School District","08640",,,,"Cienega Union Elementary School District, California",192,"Cienega Union Elementary School District, California",84
"G06008700","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Cinnabar Elementary School District","08700",,,,"Cinnabar Elementary School District, California",2555,"Cinnabar Elementary School District, California",417
"G06008730","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Citrus South Tule Elementary School District","08730",,,,"Citrus South Tule Elementary School District, California",521,"Citrus South Tule Elementary School District, California",116
"G06008850","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Clay Joint Elementary School District","08850",,,,"Clay Joint Elementary School District, California",366,"Clay Joint Elementary School District, California",141
"G06008880","2005-2009",,,"California","06",,,,,,,,,,,,,,,,,,,,,,,"Clear Creek Elementary School District","08880",,,,"Clear Creek Elementary School District, California",1871,"Clear Creek Elementary School District, California",256
