GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSEC,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G30011260","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Fort Benton High School District","11260",,,"Fort Benton High School District, Montana",1994,"Fort Benton High School District, Montana",119
"G30011460","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Frazer High School District","11460",,,"Frazer High School District, Montana",586,"Frazer High School District, Montana",131
"G30011580","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Froid High School District","11580",,,"Froid High School District, Montana",443,"Froid High School District, Montana",86
"G30011650","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Fromberg High School District","11650",,,"Fromberg High School District, Montana",1105,"Fromberg High School District, Montana",148
"G30011850","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Gardiner High School District","11850",,,"Gardiner High School District, Montana",1787,"Gardiner High School District, Montana",530
"G30011880","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Garfield County High School District","11880",,,"Garfield County High School District, Montana",1135,"Garfield County High School District, Montana",102
"G30012210","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Geraldine High School District","12210",,,"Geraldine High School District, Montana",713,"Geraldine High School District, Montana",110
"G30012300","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Geyser High School District","12300",,,"Geyser High School District, Montana",334,"Geyser High School District, Montana",58
"G30012990","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Grass Range High School District","12990",,,"Grass Range High School District, Montana",420,"Grass Range High School District, Montana",118
"G30013050","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Great Falls High School District","13050",,,"Great Falls High School District, Montana",72659,"Great Falls High School District, Montana",472
"G30013340","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Hardin High School District","13340",,,"Hardin High School District, Montana",8013,"Hardin High School District, Montana",575
"G30013360","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Plenty Coups High School District","13360",,,"Plenty Coups High School District, Montana",961,"Plenty Coups High School District, Montana",304
"G30013400","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Harlem High School District","13400",,,"Harlem High School District, Montana",2771,"Harlem High School District, Montana",179
"G30013470","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Harlowton High School District","13470",,,"Harlowton High School District, Montana",1772,"Harlowton High School District, Montana",79
"G30013590","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Havre High School District","13590",,,"Havre High School District, Montana",13197,"Havre High School District, Montana",279
"G30013830","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Helena High School District","13830",,,"Helena High School District, Montana",58464,"Helena High School District, Montana",216
"G30014070","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Highwood High School District","14070",,,"Highwood High School District, Montana",482,"Highwood High School District, Montana",92
"G30014370","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale High School District","14370",,,"Hinsdale High School District, Montana",418,"Hinsdale High School District, Montana",98
"G30014640","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Hot Springs High School District","14640",,,"Hot Springs High School District, Montana",1668,"Hot Springs High School District, Montana",307
"G30015120","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Jefferson High School District","15120",,,"Jefferson High School District, Montana",7804,"Jefferson High School District, Montana",386
"G30015260","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Joliet High School District","15260",,,"Joliet High School District, Montana",2178,"Joliet High School District, Montana",241
"G30015390","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Judith Gap High School District","15390",,,"Judith Gap High School District, Montana",302,"Judith Gap High School District, Montana",91
"G30015420","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Flathead High School District","15420",,,"Flathead High School District, Montana",52794,"Flathead High School District, Montana",1132
"G30016020","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Lambert High School District","16020",,,"Lambert High School District, Montana",384,"Lambert High School District, Montana",118
"G30016230","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Laurel High School District","16230",,,"Laurel High School District, Montana",10015,"Laurel High School District, Montana",548
"G30016770","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County High School District","16770",,,"Lincoln County High School District, Montana",5421,"Lincoln County High School District, Montana",481
"G30017040","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Lodge Grass High School District","17040",,,"Lodge Grass High School District, Montana",2319,"Lodge Grass High School District, Montana",399
"G30017640","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Manhattan High School District","17640",,,"Manhattan High School District, Montana",3940,"Manhattan High School District, Montana",411
"G30018270","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Melstone High School District","18270",,,"Melstone High School District, Montana",424,"Melstone High School District, Montana",131
"G30018540","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Missoula High School District","18540",,,"Missoula High School District, Montana",97049,"Missoula High School District, Montana",691
"G30018900","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Moore High School District","18900",,,"Moore High School District, Montana",387,"Moore High School District, Montana",108
"G30019500","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Noxon High School District","19500",,,"Noxon High School District, Montana",2229,"Noxon High School District, Montana",322
"G30020070","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Park City High School District","20070",,,"Park City High School District, Montana",2065,"Park City High School District, Montana",170
"G30020100","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Park High School District","20100",,,"Park High School District, Montana",12686,"Park High School District, Montana",496
"G30020850","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Plains High School District","20850",,,"Plains High School District, Montana",3352,"Plains High School District, Montana",356
"G30021090","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Polson High School District","21090",,,"Polson High School District, Montana",10702,"Polson High School District, Montana",599
"G30021270","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Poplar High School District","21270",,,"Poplar High School District, Montana",3329,"Poplar High School District, Montana",305
"G30021450","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Powell County High School District","21450",,,"Powell County High School District, Montana",7151,"Powell County High School District, Montana",48
"G30021540","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Power High School District","21540",,,"Power High School District, Montana",525,"Power High School District, Montana",104
"G30021900","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Rapelje High School District","21900",,,"Rapelje High School District, Montana",351,"Rapelje High School District, Montana",83
"G30022110","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Red Lodge High School District","22110",,,"Red Lodge High School District, Montana",4012,"Red Lodge High School District, Montana",312
"G30022260","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Reedpoint High School District","22260",,,"Reedpoint High School District, Montana",501,"Reedpoint High School District, Montana",112
"G30022410","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Richey High School District","22410",,,"Richey High School District, Montana",473,"Richey High School District, Montana",79
"G30022800","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Ronan High School District","22800",,,"Ronan High School District, Montana",8304,"Ronan High School District, Montana",656
"G30022920","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Rosebud High School District","22920",,,"Rosebud High School District, Montana",398,"Rosebud High School District, Montana",78
"G30023070","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Roundup High School District","23070",,,"Roundup High School District, Montana",3958,"Roundup High School District, Montana",162
"G30023400","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Saco High School District","23400",,,"Saco High School District, Montana",388,"Saco High School District, Montana",122
"G30023550","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Savage High School District","23550",,,"Savage High School District, Montana",520,"Savage High School District, Montana",135
"G30023910","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Shelby High School District","23910",,,"Shelby High School District, Montana",3810,"Shelby High School District, Montana",151
"G30023970","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Shepherd High School District","23970",,,"Shepherd High School District, Montana",2920,"Shepherd High School District, Montana",414
"G30024180","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Sheridan High School District","24180",,,"Sheridan High School District, Montana",2075,"Sheridan High School District, Montana",244
"G30024230","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Sidney High School District","24230",,,"Sidney High School District, Montana",6811,"Sidney High School District, Montana",304
"G30024330","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Simms High School District","24330",,,"Simms High School District, Montana",3100,"Simms High School District, Montana",271
"G30025050","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Stevensville High School District","25050",,,"Stevensville High School District, Montana",9879,"Stevensville High School District, Montana",532
"G30025140","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Centerville High School District","25140",,,"Centerville High School District, Montana",1474,"Centerville High School District, Montana",180
"G30025560","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County High School District","25560",,,"Sweet Grass County High School District, Montana",3567,"Sweet Grass County High School District, Montana",68
"G30026100","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Thompson Falls High School District","26100",,,"Thompson Falls High School District, Montana",3096,"Thompson Falls High School District, Montana",367
"G30026190","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Three Forks High School District","26190",,,"Three Forks High School District, Montana",2592,"Three Forks High School District, Montana",282
"G30026580","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Troy High School District","26580",,,"Troy High School District, Montana",3222,"Troy High School District, Montana",289
"G30026670","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Turner High School District","26670",,,"Turner High School District, Montana",321,"Turner High School District, Montana",75
"G30027090","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Valier High School District","27090",,,"Valier High School District, Montana",1417,"Valier High School District, Montana",158
"G30027790","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Whitefish High School District","27790",,,"Whitefish High School District, Montana",14617,"Whitefish High School District, Montana",809
"G30027840","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Whitehall High School District","27840",,,"Whitehall High School District, Montana",3725,"Whitehall High School District, Montana",398
"G30028170","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Willow Creek High School District","28170",,,"Willow Creek High School District, Montana",169,"Willow Creek High School District, Montana",69
"G30028620","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Wolf Point High School District","28620",,,"Wolf Point High School District, Montana",4281,"Wolf Point High School District, Montana",271
"G30028770","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"White Sulphur Springs High School District","28770",,,"White Sulphur Springs High School District, Montana",1628,"White Sulphur Springs High School District, Montana",137
"G30028911","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Rocky Boy High School District","28911",,,"Rocky Boy High School District, Montana",1498,"Rocky Boy High School District, Montana",182
"G30099999","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Montana","99999",,,"Remainder of Montana, Montana",103526,"Remainder of Montana, Montana",1393
"G33000003","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"John Stark Regional School District","00003",,,"John Stark Regional School District, New Hampshire",14052,"John Stark Regional School District, New Hampshire",66
"G33000017","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Exeter Regional Cooperative School District","00017",,,"Exeter Regional Cooperative School District, New Hampshire",32122,"Exeter Regional Cooperative School District, New Hampshire",221
"G33000049","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Prospect Mountain High School Joint Maintenance Agreement District","00049",,,"Prospect Mountain High School Joint Maintenance Agreement District, New Hampshire",9621,"Prospect Mountain High School Joint Maintenance Agreement District, New Hampshire",27
"G33002670","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Dresden School District","02670",,,"Dresden School District, New Hampshire",11098,"Dresden School District, New Hampshire",22
"G33003850","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Hollis-Brookline Cooperative School District","03850",,,"Hollis-Brookline Cooperative School District, New Hampshire",12561,"Hollis-Brookline Cooperative School District, New Hampshire",19
"G33005830","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Profile School District","05830",,,"Profile School District, New Hampshire",4509,"Profile School District, New Hampshire",417
"G33006260","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Souhegan Cooperative School District","06260",,,"Souhegan Cooperative School District, New Hampshire",14455,"Souhegan Cooperative School District, New Hampshire",214
"G33007115","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Wilton-Lyndeboro School District","07115",,,"Wilton-Lyndeboro School District, New Hampshire",5336,"Wilton-Lyndeboro School District, New Hampshire",176
"G33007230","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Winnacunnet Cooperative School District","07230",,,"Winnacunnet Cooperative School District, New Hampshire",30777,"Winnacunnet Cooperative School District, New Hampshire",152
"G33099965","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Pemi-Baker Regional School District","99965",,,"Pemi-Baker Regional School District, New Hampshire",17294,"Pemi-Baker Regional School District, New Hampshire",474
"G33099999","2005-2009",,,"New Hampshire","33",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of New Hampshire","99999",,,"Remainder of New Hampshire, New Hampshire",1163594,"Remainder of New Hampshire, New Hampshire",618
"G34001770","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Black Horse Pike Regional School District","01770",,,"Black Horse Pike Regional School District, New Jersey",84630,"Black Horse Pike Regional School District, New Jersey",53
"G34002800","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Carlstadt-East Rutherford School District","02800",,,"Carlstadt-East Rutherford School District, New Jersey",14708,"Carlstadt-East Rutherford School District, New Jersey",41
"G34002880","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Sterling High School Dist School District","02880",,,"Sterling High School Dist School District, New Jersey",16557,"Sterling High School Dist School District, New Jersey",32
"G34002910","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Central Regional School District","02910",,,"Central Regional School District, New Jersey",51683,"Central Regional School District, New Jersey",375
"G34003210","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Clearview Regional School District","03210",,,"Clearview Regional School District, New Jersey",27188,"Clearview Regional School District, New Jersey",27
"G34003620","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Cumberland Regional School District","03620",,,"Cumberland Regional School District, New Jersey",25827,"Cumberland Regional School District, New Jersey",175
"G34003750","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Delaware Valley Regional School District","03750",,,"Delaware Valley Regional School District, New Jersey",17096,"Delaware Valley Regional School District, New Jersey",282
"G34004380","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Eastern Camden County Regional School District","04380",,,"Eastern Camden County Regional School District, New Jersey",41305,"Eastern Camden County Regional School District, New Jersey",171
"G34005610","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Freehold Regional School District","05610",,,"Freehold Regional School District, New Jersey",189519,"Freehold Regional School District, New Jersey",176
"G34005820","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Gateway Regional School District","05820",,,"Gateway Regional School District, New Jersey",12985,"Gateway Regional School District, New Jersey",137
"G34006060","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Greater Egg Harbor Regional School District","06060",,,"Greater Egg Harbor Regional School District, New Jersey",70688,"Greater Egg Harbor Regional School District, New Jersey",46
"G34006660","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Hanover Park Regional School District","06660",,,"Hanover Park Regional School District, New Jersey",37401,"Hanover Park Regional School District, New Jersey",30
"G34007050","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Henry Hudson Regional School District","07050",,,"Henry Hudson Regional School District, New Jersey",9921,"Henry Hudson Regional School District, New Jersey",33
"G34007140","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"High Point Regional School District","07140",,,"High Point Regional School District, New Jersey",22455,"High Point Regional School District, New Jersey",160
"G34007590","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon Central Regional School District","07590",,,"Hunterdon Central Regional School District, New Jersey",52053,"Hunterdon Central Regional School District, New Jersey",56
"G34007980","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Kingsway Regional School District","07980",,,"Kingsway Regional School District, New Jersey",21365,"Kingsway Regional School District, New Jersey",154
"G34008060","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Kittatinny Regional School District","08060",,,"Kittatinny Regional School District, New Jersey",14756,"Kittatinny Regional School District, New Jersey",131
"G34008190","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Lakeland Regional School District","08190",,,"Lakeland Regional School District, New Jersey",24008,"Lakeland Regional School District, New Jersey",32
"G34008490","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Lenape Regional School District","08490",,,"Lenape Regional School District, New Jersey",138216,"Lenape Regional School District, New Jersey",366
"G34008500","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Lenape Valley Regional School District","08500",,,"Lenape Valley Regional School District, New Jersey",15350,"Lenape Valley Regional School District, New Jersey",38
"G34009090","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Lower Cape May Regional School District","09090",,,"Lower Cape May Regional School District, New Jersey",25361,"Lower Cape May Regional School District, New Jersey",150
"G34009360","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Mainland Regional School District","09360",,,"Mainland Regional School District, New Jersey",26576,"Mainland Regional School District, New Jersey",66
"G34009550","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"North Warren Regional School District","09550",,,"North Warren Regional School District, New Jersey",12687,"North Warren Regional School District, New Jersey",156
"G34010440","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Monmouth Regional School District","10440",,,"Monmouth Regional School District, New Jersey",34626,"Monmouth Regional School District, New Jersey",98
"G34010740","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Morris Hills Regional School District","10740",,,"Morris Hills Regional School District, New Jersey",54119,"Morris Hills Regional School District, New Jersey",39
"G34011610","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"North Hunterdon-Voorhees Regional School District","11610",,,"North Hunterdon-Voorhees Regional School District, New Jersey",52335,"North Hunterdon-Voorhees Regional School District, New Jersey",233
"G34011700","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Northern Burlington Regional School District","11700",,,"Northern Burlington Regional School District, New Jersey",30316,"Northern Burlington Regional School District, New Jersey",395
"G34011730","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Northern Highlands Regional School District","11730",,,"Northern Highlands Regional School District, New Jersey",14986,"Northern Highlands Regional School District, New Jersey",35
"G34011760","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Northern Valley Regional School District","11760",,,"Northern Valley Regional School District, New Jersey",38574,"Northern Valley Regional School District, New Jersey",125
"G34012260","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"River Dell Regional School District","12260",,,"River Dell Regional School District, New Jersey",18434,"River Dell Regional School District, New Jersey",49
"G34012510","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Pascack Valley Regional School District","12510",,,"Pascack Valley Regional School District, New Jersey",32661,"Pascack Valley Regional School District, New Jersey",41
"G34012570","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Passaic Valley Regional School District","12570",,,"Passaic Valley Regional School District, New Jersey",33613,"Passaic Valley Regional School District, New Jersey",39
"G34012600","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Passaic County Manchester Regional School District","12600",,,"Passaic County Manchester Regional School District, New Jersey",22860,"Passaic County Manchester Regional School District, New Jersey",42
"G34013000","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Pinelands Regional School District","13000",,,"Pinelands Regional School District, New Jersey",27116,"Pinelands Regional School District, New Jersey",506
"G34013560","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Ramapo-Indian Hill Regional School District","13560",,,"Ramapo-Indian Hill Regional School District, New Jersey",41475,"Ramapo-Indian Hill Regional School District, New Jersey",58
"G34013620","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Rancocas Valley Regional School District","13620",,,"Rancocas Valley Regional School District, New Jersey",43712,"Rancocas Valley Regional School District, New Jersey",40
"G34013750","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Red Bank Regional School District","13750",,,"Red Bank Regional School District, New Jersey",21847,"Red Bank Regional School District, New Jersey",36
"G34014400","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Rumson-Fair Haven Regional School District","14400",,,"Rumson-Fair Haven Regional School District, New Jersey",13212,"Rumson-Fair Haven Regional School District, New Jersey",27
"G34014940","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Shore Regional School District","14940",,,"Shore Regional School District, New Jersey",19345,"Shore Regional School District, New Jersey",179
"G34015300","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"South Hunterdon Regional School District","15300",,,"South Hunterdon Regional School District, New Jersey",7260,"South Hunterdon Regional School District, New Jersey",117
"G34015450","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Delsea Regional High School School District","15450",,,"Delsea Regional High School School District, New Jersey",20950,"Delsea Regional High School School District, New Jersey",86
"G34015480","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Southern Regional School District","15480",,,"Southern Regional School District, New Jersey",35692,"Southern Regional School District, New Jersey",328
"G34016870","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Wallkill Valley Regional School District","16870",,,"Wallkill Valley Regional School District, New Jersey",19375,"Wallkill Valley Regional School District, New Jersey",27
"G34016970","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Warren Hills Regional School District","16970",,,"Warren Hills Regional School District, New Jersey",24860,"Warren Hills Regional School District, New Jersey",34
"G34017220","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Watchung Hills Regional School District","17220",,,"Watchung Hills Regional School District, New Jersey",30591,"Watchung Hills Regional School District, New Jersey",32
"G34017460","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"West Essex Regional School District","17460",,,"West Essex Regional School District, New Jersey",21967,"West Essex Regional School District, New Jersey",34
"G34017550","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"West Morris Regional School District","17550",,,"West Morris Regional School District, New Jersey",38140,"West Morris Regional School District, New Jersey",108
"G34099999","2005-2009",,,"New Jersey","34",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of New Jersey","99999",,,"Remainder of New Jersey, New Jersey",7000147,"Remainder of New Jersey, New Jersey",1050
"G36019020","2005-2009",,,"New York","36",,,,,,,,,,,,,,,,,,,,,,,,"Bellmore-Merrick Central High School District","19020",,,"Bellmore-Merrick Central High School District, New York",72102,"Bellmore-Merrick Central High School District, New York",1511
"G36026520","2005-2009",,,"New York","36",,,,,,,,,,,,,,,,,,,,,,,,"Sewanhaka Central High School District","26520",,,"Sewanhaka Central High School District, New York",118792,"Sewanhaka Central High School District, New York",2126
"G36029520","2005-2009",,,"New York","36",,,,,,,,,,,,,,,,,,,,,,,,"Valley Stream Central High School District","29520",,,"Valley Stream Central High School District, New York",59347,"Valley Stream Central High School District, New York",1658
"G36099999","2005-2009",,,"New York","36",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of New York","99999",,,"Remainder of New York, New York",19173655,"Remainder of New York, New York",2542
"G41003630","2005-2009",,,"Oregon","41",,,,,,,,,,,,,,,,,,,,,,,,"Harney County Union High School District 1J","03630",,,"Harney County Union High School District 1J, Oregon",1316,"Harney County Union High School District 1J, Oregon",220
"G41041034","2005-2009",,,"Oregon","41",,,,,,,,,,,,,,,,,,,,,,,,"Klamath Falls City Overlap Area","41034",,,"Klamath Falls City Overlap Area, Oregon",21268,"Klamath Falls City Overlap Area, Oregon",872
"G41099999","2005-2009",,,"Oregon","41",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Oregon","99999",,,"Remainder of Oregon, Oregon",3704823,"Remainder of Oregon, Oregon",906
"G44000420","2005-2009",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,,,,,,,"Foster-Glocester Regional School District","00420",,,"Foster-Glocester Regional School District, Rhode Island",15028,"Foster-Glocester Regional School District, Rhode Island",27
"G44099999","2005-2009",,,"Rhode Island","44",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Rhode Island","99999",,,"Remainder of Rhode Island, Rhode Island",1042353,"Remainder of Rhode Island, Rhode Island",27
"G45045013","2005-2009",,,"South Carolina","45",,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County School District within Beaufort Marine Corps Air Station","45013",,,"Beaufort County School District within Beaufort Marine Corps Air Station, South Carolina",1869,"Beaufort County School District within Beaufort Marine Corps Air Station, South Carolina",324
