GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSEC,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
"G17027740","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Nashville Community High School District 99","27740",,,"Nashville Community High School District 99, Illinois",8953,"Nashville Community High School District 99, Illinois",291
"G17028200","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"New Trier Township High School District 203","28200",,,"New Trier Township High School District 203, Illinois",59667,"New Trier Township High School District 203, Illinois",212
"G17028260","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Newark Community High School District 18","28260",,,"Newark Community High School District 18, Illinois",3368,"Newark Community High School District 18, Illinois",434
"G17028530","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Niles Township Community High School District 219","28530",,,"Niles Township Community High School District 219, Illinois",94511,"Niles Township Community High School District 219, Illinois",641
"G17029010","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Northfield Township High School District 225","29010",,,"Northfield Township High School District 225, Illinois",85342,"Northfield Township High School District 225, Illinois",303
"G17029220","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Oak Lawn Community High School District 229","29220",,,"Oak Lawn Community High School District 229, Illinois",37054,"Oak Lawn Community High School District 229, Illinois",938
"G17029280","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Oak Park and River Forest District 200","29280",,,"Oak Park and River Forest District 200, Illinois",64226,"Oak Park and River Forest District 200, Illinois",31
"G17029610","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Odin Community High School District 700","29610",,,"Odin Community High School District 700, Illinois",1757,"Odin Community High School District 700, Illinois",294
"G17029730","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Ohio Community High School District 505","29730",,,"Ohio Community High School District 505, Illinois",869,"Ohio Community High School District 505, Illinois",170
"G17029790","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon Township High School District 203","29790",,,"O'Fallon Township High School District 203, Illinois",36794,"O'Fallon Township High School District 203, Illinois",800
"G17030330","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Ottawa Township High School District 140","30330",,,"Ottawa Township High School District 140, Illinois",31749,"Ottawa Township High School District 140, Illinois",426
"G17030450","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Township High School District 211","30450",,,"Township High School District 211, Illinois",234105,"Township High School District 211, Illinois",859
"G17031110","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Pekin Community High School District 303","31110",,,"Pekin Community High School District 303, Illinois",44837,"Pekin Community High School District 303, Illinois",311
"G17031620","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Pinckneyville Community High School District 101","31620",,,"Pinckneyville Community High School District 101, Illinois",11114,"Pinckneyville Community High School District 101, Illinois",362
"G17032220","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Pontiac Township High School District 90","32220",,,"Pontiac Township High School District 90, Illinois",15907,"Pontiac Township High School District 90, Illinois",348
"G17032580","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Adlai E. Stevenson High School District 125","32580",,,"Adlai E. Stevenson High School District 125, Illinois",63081,"Adlai E. Stevenson High School District 125, Illinois",880
"G17032700","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Princeton High School District 500","32700",,,"Princeton High School District 500, Illinois",12111,"Princeton High School District 500, Illinois",303
"G17032910","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Proviso Township High School District 209","32910",,,"Proviso Township High School District 209, Illinois",123355,"Proviso Township High School District 209, Illinois",398
"G17033240","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Rantoul Township High School District 193","33240",,,"Rantoul Township High School District 193, Illinois",17182,"Rantoul Township High School District 193, Illinois",274
"G17033270","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Reavis Township High School District 220","33270",,,"Reavis Township High School District 220, Illinois",30936,"Reavis Township High School District 220, Illinois",164
"G17033420","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Rich Township High School District 227","33420",,,"Rich Township High School District 227, Illinois",64486,"Rich Township High School District 227, Illinois",415
"G17033510","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Richmond-Burton Community High School District 157","33510",,,"Richmond-Burton Community High School District 157, Illinois",12268,"Richmond-Burton Community High School District 157, Illinois",27
"G17033720","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Ridgewood Community High School District 234","33720",,,"Ridgewood Community High School District 234, Illinois",18237,"Ridgewood Community High School District 234, Illinois",586
"G17034020","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Riverside Brookfield Township School District 208","34020",,,"Riverside Brookfield Township School District 208, Illinois",27463,"Riverside Brookfield Township School District 208, Illinois",506
"G17034290","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Rochelle Township High School District 212","34290",,,"Rochelle Township High School District 212, Illinois",17645,"Rochelle Township High School District 212, Illinois",372
"G17034380","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Rock Falls Township High School District 301","34380",,,"Rock Falls Township High School District 301, Illinois",14692,"Rock Falls Township High School District 301, Illinois",262
"G17035190","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Salem Community High School District 600","35190",,,"Salem Community High School District 600, Illinois",14662,"Salem Community High School District 600, Illinois",350
"G17035850","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Seneca Township High School District 160","35850",,,"Seneca Township High School District 160, Illinois",7399,"Seneca Township High School District 160, Illinois",364
"G17037140","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"St. Anne Community High School District 302","37140",,,"St. Anne Community High School District 302, Illinois",5443,"St. Anne Community High School District 302, Illinois",346
"G17037410","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph-Ogden Community High School District 305","37410",,,"St. Joseph-Ogden Community High School District 305, Illinois",7990,"St. Joseph-Ogden Community High School District 305, Illinois",298
"G17038100","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Streator Township High School District 40","38100",,,"Streator Township High School District 40, Illinois",18419,"Streator Township High School District 40, Illinois",332
"G17038940","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Thornton Fractional Township High School District 215","38940",,,"Thornton Fractional Township High School District 215, Illinois",58072,"Thornton Fractional Township High School District 215, Illinois",985
"G17038970","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Thornton Township High School District 205","38970",,,"Thornton Township High School District 205, Illinois",118770,"Thornton Township High School District 205, Illinois",823
"G17039870","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"United Township High School District 30","39870",,,"United Township High School District 30, Illinois",39811,"United Township High School District 30, Illinois",595
"G17040290","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Vienna High School District 133","40290",,,"Vienna High School District 133, Illinois",10240,"Vienna High School District 133, Illinois",342
"G17040440","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Community High School District 94","40440",,,"Community High School District 94, Illinois",41726,"Community High School District 94, Illinois",838
"G17040800","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Warren Township High School District 121","40800",,,"Warren Township High School District 121, Illinois",64294,"Warren Township High School District 121, Illinois",277
"G17040980","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Washington Community High School District 308","40980",,,"Washington Community High School District 308, Illinois",21159,"Washington Community High School District 308, Illinois",67
"G17041370","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Webber Township High School District 204","41370",,,"Webber Township High School District 204, Illinois",3267,"Webber Township High School District 204, Illinois",227
"G17043200","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Woodlawn Community High School District 205","43200",,,"Woodlawn Community High School District 205, Illinois",3079,"Woodlawn Community High School District 205, Illinois",250
"G17043890","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Zion-Benton Township High School District 126","43890",,,"Zion-Benton Township High School District 126, Illinois",45405,"Zion-Benton Township High School District 126, Illinois",342
"G17099999","2005-2009",,,"Illinois","17",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Illinois","99999",,,"Remainder of Illinois, Illinois",8064199,"Remainder of Illinois, Illinois",3679
"G21021001","2005-2009",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,,,,,,"Laurel County School District for East Bernstadt ISD","21001",,,"Laurel County School District for East Bernstadt ISD, Kentucky",1076,"Laurel County School District for East Bernstadt ISD, Kentucky",237
"G21021002","2005-2009",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County School District for Science Hill ISD","21002",,,"Pulaski County School District for Science Hill ISD, Kentucky",1728,"Pulaski County School District for Science Hill ISD, Kentucky",312
"G21021003","2005-2009",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,,,,,,"Elizabethtown Independent School District for West Point ISD","21003",,,"Elizabethtown Independent School District for West Point ISD, Kentucky",938,"Elizabethtown Independent School District for West Point ISD, Kentucky",133
"G21099999","2005-2009",,,"Kentucky","21",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Kentucky","99999",,,"Remainder of Kentucky, Kentucky",4248258,"Remainder of Kentucky, Kentucky",466
"G23000053","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Five Town Community School District","00053",,,"Five Town Community School District, Maine",13690,"Five Town Community School District, Maine",399
"G23004830","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Damariscotta School District","04830",,,"Damariscotta School District, Maine",2077,"Damariscotta School District, Maine",463
"G23005730","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Flanders Bay Community School District","05730",,,"Flanders Bay Community School District, Maine",6750,"Flanders Bay Community School District, Maine",504
"G23007570","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Oak Hill Community School District","07570",,,"Oak Hill Community School District, Maine",9797,"Oak Hill Community School District, Maine",196
"G23008400","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Moosabec Community School District","08400",,,"Moosabec Community School District, Maine",1933,"Moosabec Community School District, Maine",223
"G23008500","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Mount Desert Community School District","08500",,,"Mount Desert Community School District, Maine",9746,"Mount Desert Community School District, Maine",392
"G23008520","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Maranacook Community School District","08520",,,"Maranacook Community School District, Maine",7606,"Maranacook Community School District, Maine",249
"G23008760","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Newcastle School District","08760",,,"Newcastle School District, Maine",1552,"Newcastle School District, Maine",169
"G23099999","2005-2009",,,"Maine","23",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Maine","99999",,,"Remainder of Maine, Maine",1263229,"Remainder of Maine, Maine",965
"G25001710","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Acton-Boxborough School District","01710",,,"Acton-Boxborough School District, Massachusetts",25878,"Acton-Boxborough School District, Massachusetts",42
"G25001920","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Amherst-Pelham School District","01920",,,"Amherst-Pelham School District, Massachusetts",41163,"Amherst-Pelham School District, Massachusetts",329
"G25002580","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Berlin-Boylston School District","02580",,,"Berlin-Boylston School District, Massachusetts",7160,"Berlin-Boylston School District, Massachusetts",24
"G25003870","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Concord-Carlisle School District","03870",,,"Concord-Carlisle School District, Massachusetts",22383,"Concord-Carlisle School District, Massachusetts",26
"G25004290","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Dover-Sherborn School District","04290",,,"Dover-Sherborn School District, Massachusetts",9893,"Dover-Sherborn School District, Massachusetts",43
"G25004560","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Nauset School District","04560",,,"Nauset School District, Massachusetts",24870,"Nauset School District, Massachusetts",334
"G25005070","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Freetown-Lakeville School District","05070",,,"Freetown-Lakeville School District, Massachusetts",19473,"Freetown-Lakeville School District, Massachusetts",34
"G25005100","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Frontier School District","05100",,,"Frontier School District, Massachusetts",12005,"Frontier School District, Massachusetts",266
"G25005740","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Hampshire School District","05740",,,"Hampshire School District, Massachusetts",12382,"Hampshire School District, Massachusetts",261
"G25006510","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"King Philip School District","06510",,,"King Philip School District, Massachusetts",30241,"King Philip School District, Massachusetts",57
"G25006930","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Lincoln-Sudbury School District","06930",,,"Lincoln-Sudbury School District, Massachusetts",25541,"Lincoln-Sudbury School District, Massachusetts",39
"G25007380","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Martha's Vineyard School District","07380",,,"Martha's Vineyard School District, Massachusetts",15519,"Martha's Vineyard School District, Massachusetts",68
"G25007410","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Masconomet School District","07410",,,"Masconomet School District, Massachusetts",23229,"Masconomet School District, Massachusetts",20
"G25008160","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Mount Greylock School District","08160",,,"Mount Greylock School District, Massachusetts",11227,"Mount Greylock School District, Massachusetts",63
"G25008910","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Northborough-Southborough School District","08910",,,"Northborough-Southborough School District, Massachusetts",24413,"Northborough-Southborough School District, Massachusetts",32
"G25009150","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Old Rochester School District","09150",,,"Old Rochester School District, Massachusetts",16846,"Old Rochester School District, Massachusetts",31
"G25009900","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Ralph C. Mahar School District","09900",,,"Ralph C. Mahar School District, Massachusetts",10743,"Ralph C. Mahar School District, Massachusetts",322
"G25010830","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Silver Lake School District","10830",,,"Silver Lake School District, Massachusetts",22849,"Silver Lake School District, Massachusetts",46
"G25011490","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Tantasqua School District","11490",,,"Tantasqua School District, Massachusetts",20741,"Tantasqua School District, Massachusetts",240
"G25022222","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Mohawk Trail Regional School District in Hawley and Charlemont towns","22222",,,"Mohawk Trail Regional School District in Hawley and Charlemont towns, Massachusetts",1518,"Mohawk Trail Regional School District in Hawley and Charlemont towns, Massachusetts",142
"G25025001","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Somerset School District in Berkley (9-12)","25001",,,"Somerset School District in Berkley (9-12), Massachusetts",6409,"Somerset School District in Berkley (9-12), Massachusetts",20
"G25025002","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"North Adams School District in Clarksburg (9-12)","25002",,,"North Adams School District in Clarksburg (9-12), Massachusetts",1893,"North Adams School District in Clarksburg (9-12), Massachusetts",141
"G25025003","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Gill-Montague School District in Erving (7-12)","25003",,,"Gill-Montague School District in Erving (7-12), Massachusetts",1863,"Gill-Montague School District in Erving (7-12), Massachusetts",184
"G25025004","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Southwick-Tolland School District in Granville (9-12)","25004",,,"Southwick-Tolland School District in Granville (9-12), Massachusetts",1659,"Southwick-Tolland School District in Granville (9-12), Massachusetts",157
"G25025005","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Swampscott School District in Nahant (7-12)","25005",,,"Swampscott School District in Nahant (7-12), Massachusetts",3602,"Swampscott School District in Nahant (7-12), Massachusetts",20
"G25025006","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Pittsfield School District in Richmond (9-12)","25006",,,"Pittsfield School District in Richmond (9-12), Massachusetts",1838,"Pittsfield School District in Richmond (9-12), Massachusetts",158
"G25025007","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Mohawk Trail School District in Rowe (7-12)","25007",,,"Mohawk Trail School District in Rowe (7-12), Massachusetts",418,"Mohawk Trail School District in Rowe (7-12), Massachusetts",55
"G25025008","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Adams-Cheshire School District in Savoy (7-12)","25008",,,"Adams-Cheshire School District in Savoy (7-12), Massachusetts",763,"Adams-Cheshire School District in Savoy (7-12), Massachusetts",105
"G25025009","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"North Adams School District in Florida (9-12)","25009",,,"North Adams School District in Florida (9-12), Massachusetts",822,"North Adams School District in Florida (9-12), Massachusetts",160
"G25025010","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Fairhaven/New Bedford School Districts in Acushnet (9-12)","25010",,,"Fairhaven/New Bedford School Districts in Acushnet (9-12), Massachusetts",10372,"Fairhaven/New Bedford School Districts in Acushnet (9-12), Massachusetts",31
"G25025011","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Ayer/Lunenberg School Districts in Shirley (9-12)","25011",,,"Ayer/Lunenberg School Districts in Shirley (9-12), Massachusetts",7848,"Ayer/Lunenberg School Districts in Shirley (9-12), Massachusetts",36
"G25025012","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Nauset/Provincetown School Districts in Turo (7-12)","25012",,,"Nauset/Provincetown School Districts in Turo (7-12), Massachusetts",1938,"Nauset/Provincetown School Districts in Turo (7-12), Massachusetts",331
"G25025013","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Mount Greylock/New Lebanon (NY) School Districts in Hancock (7-12)","25013",,,"Mount Greylock/New Lebanon (NY) School Districts in Hancock (7-12), Massachusetts",738,"Mount Greylock/New Lebanon (NY) School Districts in Hancock (7-12), Massachusetts",132
"G25025014","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"North Adams School District in Monroe (9-12)","25014",,,"North Adams School District in Monroe (9-12), Massachusetts",144,"North Adams School District in Monroe (9-12), Massachusetts",74
"G25099999","2005-2009",,,"Massachusetts","25",,,,,,,,,,,,,,,,,,,,,,,,"Remainder of Massachusetts","99999",,,"Remainder of Massachusetts, Massachusetts",6092795,"Remainder of Massachusetts, Massachusetts",618
"G30000095","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Lame Deer High School District","00095",,,"Lame Deer High School District, Montana",5339,"Lame Deer High School District, Montana",356
"G30000097","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"North Star High School District","00097",,,"North Star High School District, Montana",1214,"North Star High School District, Montana",169
"G30000101","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Chester-Joplin-Inverness High School District","00101",,,"Chester-Joplin-Inverness High School District, Montana",2290,"Chester-Joplin-Inverness High School District, Montana",202
"G30000933","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Shields Valley High School District","00933",,,"Shields Valley High School District, Montana",1731,"Shields Valley High School District, Montana",226
"G30001740","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Absarokee High School District","01740",,,"Absarokee High School District, Montana",2256,"Absarokee High School District, Montana",208
"G30002030","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Anaconda High School District","02030",,,"Anaconda High School District, Montana",8782,"Anaconda High School District, Montana",48
"G30002250","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Arlee High School District","02250",,,"Arlee High School District, Montana",2377,"Arlee High School District, Montana",374
"G30002450","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Augusta High School District","02450",,,"Augusta High School District, Montana",639,"Augusta High School District, Montana",150
"G30003090","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County High School District","03090",,,"Beaverhead County High School District, Montana",8478,"Beaverhead County High School District, Montana",97
"G30003330","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Belgrade High School District","03330",,,"Belgrade High School District, Montana",19773,"Belgrade High School District, Montana",651
"G30003450","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Belt High School District","03450",,,"Belt High School District, Montana",2020,"Belt High School District, Montana",289
"G30003750","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Big Sandy High School District","03750",,,"Big Sandy High School District, Montana",2034,"Big Sandy High School District, Montana",116
"G30003840","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Bigfork High School District","03840",,,"Bigfork High School District, Montana",7893,"Bigfork High School District, Montana",794
"G30003900","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Billings High School District","03900",,,"Billings High School District, Montana",122509,"Billings High School District, Montana",627
"G30004500","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Box Elder High School District","04500",,,"Box Elder High School District, Montana",335,"Box Elder High School District, Montana",114
"G30004590","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Bozeman High School District","04590",,,"Bozeman High School District, Montana",58563,"Bozeman High School District, Montana",733
"G30004860","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Powder River County High School District","04860",,,"Powder River County High School District, Montana",1691,"Powder River County High School District, Montana",92
"G30004920","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Broadview High School District","04920",,,"Broadview High School District, Montana",937,"Broadview High School District, Montana",229
"G30005040","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Brockton High School District","05040",,,"Brockton High School District, Montana",922,"Brockton High School District, Montana",161
"G30005190","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Browning High School District","05190",,,"Browning High School District, Montana",8960,"Browning High School District, Montana",327
"G30005310","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Butte High School District","05310",,,"Butte High School District, Montana",32714,"Butte High School District, Montana",38
"G30005610","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Carter County High School District","05610",,,"Carter County High School District, Montana",1237,"Carter County High School District, Montana",92
"G30005910","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Cascade High School District","05910",,,"Cascade High School District, Montana",2659,"Cascade High School District, Montana",311
"G30006115","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Charlo High School District","06115",,,"Charlo High School District, Montana",1976,"Charlo High School District, Montana",260
"G30006270","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Chinook High School District","06270",,,"Chinook High School District, Montana",2407,"Chinook High School District, Montana",168
"G30006330","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Choteau High School District","06330",,,"Choteau High School District, Montana",3107,"Choteau High School District, Montana",227
"G30006810","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Circle High School District","06810",,,"Circle High School District, Montana",1747,"Circle High School District, Montana",117
"G30007080","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Colstrip High School District","07080",,,"Colstrip High School District, Montana",2351,"Colstrip High School District, Montana",271
"G30007140","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Columbia Falls High School District","07140",,,"Columbia Falls High School District, Montana",14405,"Columbia Falls High School District, Montana",955
"G30007200","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Columbus High School District","07200",,,"Columbus High School District, Montana",3493,"Columbus High School District, Montana",248
"G30007320","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Conrad High School District","07320",,,"Conrad High School District, Montana",3333,"Conrad High School District, Montana",184
"G30007860","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Culbertson High School District","07860",,,"Culbertson High School District, Montana",921,"Culbertson High School District, Montana",156
"G30007930","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Custer County High School District","07930",,,"Custer County High School District, Montana",11129,"Custer County High School District, Montana",0
"G30008190","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Cut Bank High School District","08190",,,"Cut Bank High School District, Montana",4451,"Cut Bank High School District, Montana",327
"G30008340","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Dawson High School District","08340",,,"Dawson High School District, Montana",8074,"Dawson High School District, Montana",79
"G30008850","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Denton High School District","08850",,,"Denton High School District, Montana",671,"Denton High School District, Montana",139
"G30009120","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Dodson High School District","09120",,,"Dodson High School District, Montana",331,"Dodson High School District, Montana",103
"G30009210","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Drummond High School District","09210",,,"Drummond High School District, Montana",1207,"Drummond High School District, Montana",176
"G30010170","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Fairfield High School District","10170",,,"Fairfield High School District, Montana",1888,"Fairfield High School District, Montana",175
"G30010290","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Fairview High School District","10290",,,"Fairview High School District, Montana",1413,"Fairview High School District, Montana",207
"G30010530","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Fergus High School District","10530",,,"Fergus High School District, Montana",8858,"Fergus High School District, Montana",325
"G30011190","2005-2009",,,"Montana","30",,,,,,,,,,,,,,,,,,,,,,,,"Forsyth High School District","11190",,,"Forsyth High School District, Montana",2531,"Forsyth High School District, Montana",191
